depth_md_m,quality_proxy,quality_proxy_pct,simulated_effective_efficiency,simulated_minus_cbl_proxy
7400,0.944,94.4,0.9817065489707281,0.037706548970728115
7410,0.941,94.1,0.9719800501741641,0.030980050174164164
7420,0.952,95.2,0.9662979795668821,0.014297979566882169
7430,0.937,93.7,0.9641315701493346,0.02713157014933454
7440,0.944,94.4,0.9644356012752411,0.020435601275241133
7450,0.941,94.1,0.9649818254470115,0.02398182544701155
7460,0.948,94.8,0.9654283140506429,0.017428314050642935
7470,0.948,94.8,0.965794121582783,0.01779412158278304
7480,0.948,94.8,0.9660984677469358,0.018098467746935798
7490,0.956,95.6,0.9663567409534249,0.010356740953424981
7500,0.937,93.7,0.9665798642577031,0.029579864257703092
7510,0.952,95.2,0.9667732665448668,0.014773266544866881
7520,0.959,95.9,0.9669413995965439,0.007941399596543941
7530,0.933,93.3,0.9670882954528432,0.0340882954528432
7540,0.956,95.6,0.9672181291966373,0.011218129196637339
7550,0.959,95.9,0.9673356253381883,0.008335625338188324
7560,0.944,94.4,0.9674445036548092,0.023444503654809212
7570,0.944,94.4,0.9675479764378597,0.023547976437859774
7580,0.948,94.8,0.9676487493095758,0.01964874930957583
7590,0.944,94.4,0.9677488819565315,0.023748881956531576
7600,0.919,91.9,0.9678505446395745,0.0488505446395745
7610,0.919,91.9,0.9679556841718615,0.04895568417186147
7620,0.944,94.4,0.9680662110546433,0.02406621105464335
7630,0.941,94.1,0.9681842125238889,0.027184212523888918
7640,0.933,93.3,0.9683113336352124,0.03531133363521233
7650,0.948,94.8,0.9684504676768433,0.02045046767684333
7660,0.922,92.2,0.9686075051397937,0.046607505139793615
7670,0.933,93.3,0.9687929511428137,0.03579295114281367
7680,0.911,91.1,0.9690244500422452,0.05802445004224521
7690,0.915,91.5,0.969325415237268,0.05432541523726797
7700,0.937,93.7,0.9696699498374757,0.03266994983747562
7710,0.948,94.8,0.9698320421858672,0.021832042185867206
7720,0.941,94.1,0.9696866134622755,0.028686613462275523
7730,0.959,95.9,0.9715314890537897,0.012531489053789757
7740,0.959,95.9,0.9791415508150842,0.020141550815084286
7750,0.944,94.4,0.9801338128467736,0.03613381284677364
7760,0.948,94.8,0.9798764593513998,0.03187645935139982
7770,0.963,96.3,0.9792173533301503,0.016217353330150286
7780,0.959,95.9,0.9777691543535676,0.01876915435356763
7790,0.948,94.8,0.9747790605019496,0.02677906050194967
7800,0.956,95.6,0.9710970818826794,0.015097081882679442
7810,0.959,95.9,0.9802842659719668,0.021284265971966865
