depth_md_m,quality_proxy,quality_proxy_pct,simulated_effective_efficiency,simulated_minus_cbl_proxy
6790,0.967,96.7,0.9301132315212066,-0.03688676847879335
6800,0.93,93.0,0.9288651800786618,-0.001134819921338237
6810,0.944,94.4,0.9252581166260604,-0.01874188337393956
6820,0.952,95.2,0.9254241707901922,-0.026575829209807722
6830,0.944,94.4,0.9258094192905884,-0.018190580709411597
6840,0.933,93.3,0.9262126667133656,-0.0067873332866345
6850,0.937,93.7,0.926617904041175,-0.01038209595882511
6860,0.959,95.9,0.9270253468753159,-0.03197465312468406
6870,0.959,95.9,0.9274355419565663,-0.03156445804343366
6880,0.937,93.7,0.9278480171013267,-0.009151982898673361
6890,0.948,94.8,0.9282613485923099,-0.019738651407690044
6900,0.952,95.2,0.9286735125516054,-0.023326487448394606
6910,0.967,96.7,0.9290822719476177,-0.03791772805238225
6920,0.952,95.2,0.9294852556515341,-0.022514744348465898
6930,0.952,95.2,0.9298797557784051,-0.022120244221594865
6940,0.952,95.2,0.9302626041882821,-0.021737395811717852
6950,0.959,95.9,0.930630773348576,-0.02836922665142394
6960,0.944,94.4,0.9309829041554819,-0.013017095844518045
6970,0.937,93.7,0.9313203832244474,-0.005679616775552621
6980,0.941,94.1,0.931646490026149,-0.009353509973850982
6990,0.937,93.7,0.9319649474210165,-0.005035052578983512
7000,0.93,93.0,0.9322782398904536,0.002278239890453504
7010,0.948,94.8,0.9325884654355849,-0.01541153456441502
7020,0.948,94.8,0.9328974133135596,-0.015102586686440378
7030,0.963,96.3,0.9332104954102965,-0.02978950458970342
7040,0.963,96.3,0.9335269634693056,-0.02947303653069433
7050,0.956,95.6,0.9338451267252417,-0.02215487327475829
7060,0.944,94.4,0.9341648614853808,-0.009835138514619146
7070,0.941,94.1,0.9344861103272032,-0.006513889672796758
7080,0.948,94.8,0.9348090012512398,-0.013190998748760174
7090,0.952,95.2,0.935133886345583,-0.016866113654416925
7100,0.937,93.7,0.9354613885099144,-0.0015386114900856063
7110,0.959,95.9,0.9357924896544285,-0.023207510345571447
7120,0.952,95.2,0.9361286407258008,-0.015871359274199137
7130,0.963,96.3,0.9364719549318404,-0.026528045068159534
7140,0.952,95.2,0.936825401509517,-0.015174598490482971
7150,0.956,95.6,0.9371928135716389,-0.0188071864283611
7160,0.948,94.8,0.937578630924783,-0.010421369075216957
7170,0.956,95.6,0.9379874718357063,-0.018012528164293662
7180,0.941,94.1,0.9384237266186543,-0.002576273381345695
7190,0.922,92.2,0.9388912776878714,0.016891277687871353
7200,0.944,94.4,0.9393935330430627,-0.004606466956937227
7210,0.937,93.7,0.9399339253300468,0.0029339253300467716
7220,0.952,95.2,0.940516810251926,-0.011483189748073941
7230,0.959,95.9,0.941148582568365,-0.017851417431634986
7240,0.956,95.6,0.9418391305445646,-0.014160869455435376
7250,0.956,95.6,0.9426033319980538,-0.013396668001946166
7260,0.941,94.1,0.943471470715135,0.0024714707151350934
7270,0.956,95.6,0.9444824966708805,-0.011517503329119494
7280,0.941,94.1,0.9457024322823638,0.004702432282363889
7290,0.956,95.6,0.9472377068297072,-0.008762293170292756
7300,0.963,96.3,0.9492178179394694,-0.013782182060530612
7310,0.956,95.6,0.9517269136235254,-0.004273086376474611
7320,0.963,96.3,0.9541471726324654,-0.008852827367534566
7330,0.963,96.3,0.9556010495931349,-0.007398950406865112
