time_s,time_min,stage,bulk_cement_fill,effective_efficiency,target_interval_efficiency,cbl_eval_interval_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud
6932.0,115.53333333333333,替钻井液,0.08184833069042739,0.08184833069042739,0.8743333442331502,0.10056677989222915,235.91291783567135,111.01784368737475,198.9069699398798,0.05410821643284229,0.03528246702631183,0.5552392287297161,0.10510406905864755,0.0,0.0843922408055033,0.10351223478317428
6936.0,115.6,替钻井液,0.08291456436983698,0.08291456436983698,0.8804724473493768,0.10187685777465329,240.5386613226453,111.01784368737475,198.9069699398798,0.05611222444887349,0.03567154849457155,0.5756970194779876,0.10875810734527747,0.0,0.08548055177491849,0.1026565636327464
6940.0,115.66666666666667,替钻井液,0.08398076138630979,0.08398076138630979,0.8859068404619376,0.10318689060944528,245.16440480961924,115.64358717434871,203.53271342685372,0.05611222444887348,0.03606003702212462,0.5756010800774729,0.10874100613863102,0.0,0.08656846008328262,0.10181078461493698
6944.0,115.73333333333333,替钻井液,0.08504691666139504,0.08504691666139504,0.8907307130860598,0.10449687215672901,245.16440480961924,115.64358717434871,203.53271342685372,0.05611222444887348,0.03644793876591833,0.5755164129170427,0.10872591393720643,0.0,0.08765595706775031,0.10097579361825836
6948.0,115.8,替钻井液,0.0861130257437153,0.0861130257437153,0.8950361604393532,0.10580679694711141,249.7901482965932,120.26933066132266,208.15845691382768,0.05611222444887348,0.03683526545379193,0.5754435377006408,0.1087129234841594,0.0,0.08874303621937508,0.10015255566298918
6952.0,115.86666666666666,替钻井液,0.08717910434345875,0.08717910434345875,0.8989066663921615,0.10711668428365004,249.7901482965932,120.26933066132266,208.15845691382768,0.05611222444887348,0.03722208273054147,0.5753830746213857,0.10870214542676282,0.0,0.08982970792103571,0.09934216758393452
6956.0,115.93333333333334,替钻井液,0.08824514324659018,0.08824514324659018,0.9024140473585603,0.10842652284508951,254.41589178356716,120.26933066132266,212.7842004008016,0.058116232464904695,0.03760839064502528,0.5958832528118679,0.11234901713394163,0.0,0.09091596000863067,0.09854578411067774
6960.0,116.0,替钻井液,0.0893111391768125,0.0893111391768125,0.9056181028503207,0.1097363086058542,259.0416352705411,124.8950741482966,217.40994388777557,0.058116232464904695,0.03799418640465424,0.5958479984388588,0.11234275839610652,0.0,0.09200178709460236,0.09776470114676074
6964.0,116.06666666666666,替钻井液,0.09037710939778933,0.09037710939778933,0.9085675996649151,0.11104606277775185,259.0416352705411,124.8950741482966,217.40994388777557,0.058116232464904695,0.03837953514565469,0.5958272060490727,0.11233906708535857,0.0,0.09308720363057964,0.0970003317614004
6968.0,116.13333333333334,替钻井液,0.09144304352310895,0.09144304352310895,0.9113019499403805,0.11235577259903196,263.66737875751505,124.8950741482966,222.0356873747495,0.06012024048093588,0.03876442412155127,0.6163668647802759,0.1159780381718184,0.0,0.09417219801299354,0.09625418433968877
6972.0,116.2,替钻井液,0.09250893655358207,0.09250893655358207,0.9138528377406432,0.11366543192720673,268.293122244489,129.52081763527056,222.0356873747495,0.06012024048093587,0.039148856626387916,0.6163764910778142,0.11597974014186707,0.0,0.09525676305930882,0.09552788951352899
6976.0,116.26666666666667,替钻井液,0.09357480534916343,0.09357480534916343,0.9162458069695503,0.11497506147804816,268.293122244489,129.52081763527056,226.66143086172346,0.06012024048093587,0.039532885302199054,0.6164019898093249,0.11598424840942279,0.0,0.09634091431255354,0.09482309541777147
6980.0,116.33333333333333,替钻井液,0.09464063892061396,0.09464063892061396,0.9185014774733111,0.11628464774911368,272.918865731463,129.52081763527056,231.28717434869742,0.062124248496967086,0.03991648802537505,0.6369914174296873,0.11961703923414613,0.0,0.09742463938209843,0.09414151797901366
6984.0,116.4,替钻井液,0.0957064376733188,0.0957064376733188,0.9206366723074024,0.11759419123849867,272.918865731463,134.1465611222445,231.28717434869742,0.060120240480935894,0.04029967583249122,0.6165000406579109,0.11600158393836724,0.0,0.09850793611647503,0.09348483889398233
