well,category,item,loader_value,csv_value,status,note
ht1_001,sanity,K范围 隔离液,1.338,0.05–5 Pa·s^n,✓,
ht1_001,sanity,密度范围 领浆,2050,水泥浆1.85–1.95g/cc,⚠,超出常规水泥浆范围：加重/低密配方需与配方记录核对
ht1_001,sanity,n范围 领浆,0.811,0.2–1.2,✓,
ht1_001,sanity,K范围 领浆,0.876,0.05–5 Pa·s^n,✓,
ht1_001,sanity,密度范围 中间浆,1900,水泥浆1.85–1.95g/cc,✓,
ht1_001,sanity,n范围 中间浆,0.871,0.2–1.2,✓,
ht1_001,sanity,K范围 中间浆,0.504,0.05–5 Pa·s^n,✓,
ht1_001,sanity,密度范围 尾浆,1900,水泥浆1.85–1.95g/cc,✓,
ht1_001,sanity,n范围 尾浆,0.886,0.2–1.2,✓,
ht1_001,sanity,K范围 尾浆,0.453,0.05–5 Pa·s^n,✓,
ht1_001,sanity,YP>0 压塞液,6,>0,✓,YP=0 仅当流体确无屈服
ht1_001,sanity,YP>0 替钻井液,6,>0,✓,YP=0 仅当流体确无屈服
ht1_001,sanity,YP>0 中置液,6,>0,✓,YP=0 仅当流体确无屈服
ht1_001,sanity,YP>0 基液,3,>0,✓,YP=0 仅当流体确无屈服
ht1_001,sanity,YP>0 井浆,6,>0,✓,YP=0 仅当流体确无屈服
ht1_001,sanity,ID<OD,107.94<139.7,—,✓,
ht1_001,sanity,悬挂器<鞋深,5469.711<7746.0,—,✓,
ht1_001,sanity,尾管长度≈shoe−hanger,2276.3,模型段长2276.3,✓,模型段顶可为水泥返高（≠悬挂器），差异仅提示
ht1_001,sanity,"standoff∈[0,1]",0.80–0.80,—,✓,
ht1_001,sanity,井径>尾管OD(全部点),—,0点违反,✓,
ht1_003,fluid,displacement/保护液[第1对1/3] 密度kg/m3,1950,1950,✓,
ht1_003,fluid,displacement/保护液[第1对1/3] PV Pa·s,0.03,0.03,✓,
ht1_003,fluid,displacement/保护液[第1对1/3] YP Pa,8.2,8.2,✓,
ht1_003,fluid,displacement/保护液[第1对1/3] 流变模型,bingham,bingham,✓,
ht1_003,fluid,displacement/基液[第2对2/3] 密度kg/m3,1020,1020,✓,
ht1_003,fluid,displacement/基液[第2对2/3] PV Pa·s,0.03,0.03,✓,
ht1_003,fluid,displacement/基液[第2对2/3] YP Pa,8,8,✓,
ht1_003,fluid,displacement/基液[第2对2/3] 流变模型,bingham,bingham,✓,
ht1_003,fluid,displacement/替钻井液[第3对3/3] 密度kg/m3,1950,1950,✓,
ht1_003,fluid,displacement/替钻井液[第3对3/3] PV Pa·s,0.062,—,-,
ht1_003,fluid,displacement/替钻井液[第3对3/3] YP Pa,10,62,✗,容差2%
ht1_003,fluid,displacement/井浆[第4对3/3] 密度kg/m3,1950,1950,✓,
ht1_003,fluid,displacement/井浆[第4对3/3] PV Pa·s,0.03,—,-,
ht1_003,fluid,displacement/井浆[第4对3/3] YP Pa,9.3,62,✗,容差2%
ht1_003,fluid,role=lead 密度kg/m3,2050,2050,✓,
ht1_003,fluid,role=lead n,0.597,0.597,✓,
ht1_003,fluid,role=lead K Pa·s^n,1.622,1.622,✓,
ht1_003,fluid,role=lead 流变模型,power_law,power_law,✓,
ht1_003,fluid,role=mud[第1对1/3] 密度kg/m3,1950,1950,✓,
ht1_003,fluid,role=mud[第1对1/3] n,0.631,0.82,✗,容差2%
ht1_003,fluid,role=mud[第1对1/3] K Pa·s^n,0.751,0.21,✗,容差3%
ht1_003,fluid,role=mud[第1对1/3] 流变模型,power_law,mixed,✓,CSV为混合口径(幂律+宾汉)
ht1_003,fluid,role=other,1条,0条,⚠,loader或CSV侧该角色无对应条目（角色映射或口径差异）
ht1_003,fluid,role=plug,0条,1条,⚠,loader或CSV侧该角色无对应条目（角色映射或口径差异）
ht1_003,fluid,spacer/隔离液1 密度kg/m3,2050,2050,✓,
ht1_003,fluid,spacer/隔离液1 n,0.668,0.668,✓,
ht1_003,fluid,spacer/隔离液1 K Pa·s^n,1.245,1.245,✓,
ht1_003,fluid,spacer/隔离液1 流变模型,power_law,power_law,✓,
ht1_003,fluid,spacer/隔离液2 密度kg/m3,1950,1950,✓,
ht1_003,fluid,spacer/隔离液2 n,0.668,0.668,✓,
ht1_003,fluid,spacer/隔离液2 K Pa·s^n,1.245,1.245,✓,
ht1_003,fluid,spacer/隔离液2 流变模型,power_law,power_law,✓,
ht1_003,fluid,role=tail 密度kg/m3,1950,1950,✓,
ht1_003,fluid,role=tail n,0.585,0.585,✓,
ht1_003,fluid,role=tail K Pa·s^n,1.673,1.673,✓,
ht1_003,fluid,role=tail 流变模型,power_law,power_law,✓,
ht1_003,fluid,role=wash 密度kg/m3,1750,1750,✓,
ht1_003,fluid,role=wash PV Pa·s,0.055,0.055,✓,
ht1_003,fluid,role=wash YP Pa,9.2,9.2,✓,
ht1_003,fluid,role=wash 流变模型,bingham,bingham,✓,
ht1_003,fluid,隔离液1 n(六速反算参考),0.668,0.433,⚠,93℃ 六速θ600/θ300=239.0/177.0；反算仅供温度口径参考
ht1_003,fluid,隔离液1 K(六速反算参考),1.245,6.068,⚠,反算 K=0.511·θ300/(1.7023·300)^n
ht1_003,fluid,隔离液2 n(六速反算参考),0.668,0.433,⚠,93℃ 六速θ600/θ300=239.0/177.0；反算仅供温度口径参考
ht1_003,fluid,隔离液2 K(六速反算参考),1.245,6.068,⚠,反算 K=0.511·θ300/(1.7023·300)^n
ht1_003,fluid,领浆 n(六速反算参考),0.597,0.775,⚠,93℃ 六速θ600/θ300=207.0/121.0；反算仅供温度口径参考
ht1_003,fluid,领浆 K(六速反算参考),1.622,0.494,⚠,反算 K=0.511·θ300/(1.7023·300)^n
ht1_003,fluid,尾浆 n(六速反算参考),0.585,0.732,⚠,93℃ 六速θ600/θ300=196.0/118.0；反算仅供温度口径参考
ht1_003,fluid,尾浆 K(六速反算参考),1.673,0.628,⚠,反算 K=0.511·θ300/(1.7023·300)^n
ht1_003,schedule,role=displacement[1] 体积m3(替浆（单段，实际）),91.9,91.9,✓,
ht1_003,schedule,role=displacement[1] 排量m3/min,1.4,1.4,✓,
ht1_003,schedule,role=displacement[1] 开始min(推算vs现场),106.7,22.83,⚠,loader时间为体积/排量推算；容差3min
ht1_003,schedule,role=displacement[1] 结束min(推算vs现场),172.3,24.17,⚠,容差3min
ht1_003,schedule,role=lead[1] 体积m3(注入领浆),39,39,✓,
ht1_003,schedule,role=lead[1] 排量m3/min,1.2,1.2,✓,
ht1_003,schedule,role=lead[1] 开始min(推算vs现场),49.3,21.58,⚠,loader时间为体积/排量推算；容差3min
ht1_003,schedule,role=lead[1] 结束min(推算vs现场),81.8,22.27,⚠,容差3min
ht1_003,schedule,role=other,1步,0步,⚠,单侧无该角色步骤（口径/序列差异）
ht1_003,schedule,role=spacer[1] 体积m3(注入隔离液1),16,16,✓,
ht1_003,schedule,role=spacer[1] 排量m3/min,1,1,✓,
ht1_003,schedule,role=spacer[1] 开始min(推算vs现场),23.3,21,✓,
ht1_003,schedule,role=spacer[1] 结束min(推算vs现场),39.3,21.25,⚠,容差3min
ht1_003,schedule,role=spacer[2] 体积m3(注入隔离液2),10,10,✓,
ht1_003,schedule,role=spacer[2] 排量m3/min,1,1,✓,
ht1_003,schedule,role=spacer[2] 开始min(推算vs现场),39.3,21.25,⚠,loader时间为体积/排量推算；容差3min
ht1_003,schedule,role=spacer[2] 结束min(推算vs现场),49.3,21.58,⚠,容差3min
ht1_003,schedule,role=tail[1] 体积m3(注入尾浆),28,28,✓,
ht1_003,schedule,role=tail[1] 排量m3/min,1.2,1.2,✓,
ht1_003,schedule,role=tail[1] 开始min(推算vs现场),81.8,22.27,⚠,loader时间为体积/排量推算；容差3min
ht1_003,schedule,role=tail[1] 结束min(推算vs现场),105.2,22.83,⚠,容差3min
ht1_003,schedule,role=wash[1] 体积m3(注入先导浆（平衡液）),28,28,✓,
ht1_003,schedule,role=wash[1] 排量m3/min,1.2,1.2,✓,
ht1_003,schedule,role=wash[1] 开始min(推算vs现场),0,18.6,⚠,loader时间为体积/排量推算；容差3min
ht1_003,schedule,role=wash[1] 结束min(推算vs现场),23.3,21,✓,
ht1_003,schedule,日程总时长min(推算vs现场末步),172.3,27.17,⚠,现场末步含试压/停泵等非注入步，差异仅提示
ht1_003,geometry,well_geometry.csv 同item多值行,—,"borehole_nominal_diameter,drill_bit_size,float_collar_md,liner_inner_diameter,liner_outer_diameter",⚠,CSV长表混入回接段同名item，比对取首现（尾管段）值
ht1_003,geometry,悬挂器深度hanger_md_m,5307.54,5307.54,✓,
ht1_003,geometry,尾管鞋shoe_md_m,7618,7618,✓,
ht1_003,geometry,模型段顶top_md_m,5307.54,5316.04,✓,
ht1_003,geometry,下段尾管OD mm,139.7,139.7,✓,casing_liner_string 最后一 liner 段
ht1_003,geometry,尾管长度m(CSV分段和 vs shoe−hanger),2310.46,2300.52,✓,含悬挂器/浮箍段长差异，容差30m
ht1_003,geometry,井径剖面点数(CSV实测 vs loader模型域),69,68,⚠,loader仅保留模型段内点并可能做等效换算
ht1_003,geometry,井径max mm(CSV vs loader),254.1,254.1,✓,上段等效换算会改变数值
ht1_003,geometry,井径min mm(CSV vs loader),216.4,216.4,✓,
ht1_003,geometry,standoff范围(CSV:centralization_percent vs loader),0.83–0.83,0.83–0.83,✓,CSV多为扶正器布置设计值，loader常为model_assumption名义剖面
ht1_003,cbl,CBL合格率(fraction),0.787,0.787,✓,来源 
ht1_003,cbl,CBL测量段 top/bottom,窗['5568-7618'],5307.54–7514.21,⚠,loader评价窗常为可评价子段（扣除双层套管/悬空段），见notes
ht1_003,cbl,地层目标[水层-K1q] 6860-6880,未覆盖,target_intervals.csv,⚠,
ht1_003,cbl,地层目标[干层-K1q] 7110-7114,未覆盖,target_intervals.csv,⚠,
ht1_003,cbl,地层目标[气层-K1q] 7418-7440,covered,target_intervals.csv,✓,
ht1_003,cbl,地层目标[差气层-J3k3] 7451-7463,covered,target_intervals.csv,✓,
ht1_003,cbl,地层目标[差气层-J3k3] 7474-7485,covered,target_intervals.csv,✓,
ht1_003,cbl,地层目标[差气层-J3k3] 7490-7498,covered,target_intervals.csv,✓,
ht1_003,cbl,地层目标[气层-J3k3] 7536-7554,covered,target_intervals.csv,✓,
ht1_003,cbl,地层目标[差气层-J3k3] 7564-7576,covered,target_intervals.csv,✓,
ht1_003,cbl,地层目标[主力油层段] 6860-7522,未覆盖,target_intervals.csv,⚠,
ht1_003,cbl,地层目标[目的井段] 7442-7618,covered,target_intervals.csv,✓,
ht1_003,内部,每步rate×duration=体积,闭合,闭合,✓,
ht1_003,内部,浆体总体积m3(lead+tail+intermediate),67,214.9,✓,日程总注入214.9m³含前置/顶替
ht1_003,内部,环空体积重算m3(hole_profile×OD积分),69.99,—,⚠,重算口径：hole_diameter_profile×(双径)liner OD；技套重叠段按外推井径计
ht1_003,内部,水泥浆总体积/环空体积(η_E库存比上限),0.957,—,⚠,>1 表示水泥浆量超过环空容量（返高以上/漏失/计量口径）
ht1_003,内部,管内容积重算m3 vs 替浆总体积m3,31.8 vs 91.9,—,⚠,替浆总量应≈碰压时管内容积；差异大提示 liner_id/pipe_id 口径为等效或代理
ht1_003,sanity,密度范围 钻井液,1950,泥浆1.05–2.35g/cc,✓,
ht1_003,sanity,n范围 钻井液,0.631,0.2–1.2,✓,
ht1_003,sanity,K范围 钻井液,0.751,0.05–5 Pa·s^n,✓,
ht1_003,sanity,YP>0 平衡液,9.2,>0,✓,YP=0 仅当流体确无屈服
ht1_003,sanity,n范围 隔离液1,0.668,0.2–1.2,✓,
ht1_003,sanity,K范围 隔离液1,1.245,0.05–5 Pa·s^n,✓,
ht1_003,sanity,n范围 隔离液2,0.668,0.2–1.2,✓,
ht1_003,sanity,K范围 隔离液2,1.245,0.05–5 Pa·s^n,✓,
ht1_003,sanity,密度范围 领浆,2050,水泥浆1.85–1.95g/cc,⚠,超出常规水泥浆范围：加重/低密配方需与配方记录核对
ht1_003,sanity,n范围 领浆,0.597,0.2–1.2,✓,
ht1_003,sanity,K范围 领浆,1.622,0.05–5 Pa·s^n,✓,
ht1_003,sanity,密度范围 尾浆,1950,水泥浆1.85–1.95g/cc,✓,
ht1_003,sanity,n范围 尾浆,0.585,0.2–1.2,✓,
ht1_003,sanity,K范围 尾浆,1.673,0.05–5 Pa·s^n,✓,
ht1_003,sanity,YP>0 压塞液,8,>0,✓,YP=0 仅当流体确无屈服
ht1_003,sanity,YP>0 保护液,8.2,>0,✓,YP=0 仅当流体确无屈服
ht1_003,sanity,YP>0 基液,8,>0,✓,YP=0 仅当流体确无屈服
ht1_003,sanity,YP>0 替钻井液,10,>0,✓,YP=0 仅当流体确无屈服
ht1_003,sanity,YP>0 井浆,9.3,>0,✓,YP=0 仅当流体确无屈服
ht1_003,sanity,ID<OD,107.94<139.7,—,✓,
ht1_003,sanity,悬挂器<鞋深,5307.539<7618.0,—,✓,
ht1_003,sanity,尾管长度≈shoe−hanger,2310.5,模型段长2310.5,✓,模型段顶可为水泥返高（≠悬挂器），差异仅提示
ht1_003,sanity,"standoff∈[0,1]",0.83–0.83,—,✓,
ht1_003,sanity,井径>尾管OD(全部点),—,0点违反,✓,
ht1_003[variant],内部,每步rate×duration=体积,闭合,闭合,✓,
ht1_003[variant],内部,浆体总体积m3(lead+tail+intermediate),67,212.9,✓,日程总注入212.9m³含前置/顶替
ht1_003[variant],内部,环空体积重算m3(hole_profile×OD积分),69.99,—,⚠,重算口径：hole_diameter_profile×(双径)liner OD；技套重叠段按外推井径计
ht1_003[variant],内部,水泥浆总体积/环空体积(η_E库存比上限),0.957,—,⚠,>1 表示水泥浆量超过环空容量（返高以上/漏失/计量口径）
ht1_003[variant],内部,管内容积重算m3 vs 替浆总体积m3,31.8 vs 89.9,—,⚠,替浆总量应≈碰压时管内容积；差异大提示 liner_id/pipe_id 口径为等效或代理
ht1_003[variant],sanity,密度范围 钻井液,1950,泥浆1.05–2.35g/cc,✓,
ht1_003[variant],sanity,n范围 钻井液,0.631,0.2–1.2,✓,
ht1_003[variant],sanity,K范围 钻井液,0.751,0.05–5 Pa·s^n,✓,
ht1_003[variant],sanity,YP>0 平衡液,9.2,>0,✓,YP=0 仅当流体确无屈服
ht1_003[variant],sanity,n范围 隔离液1,0.668,0.2–1.2,✓,
ht1_003[variant],sanity,K范围 隔离液1,1.245,0.05–5 Pa·s^n,✓,
ht1_003[variant],sanity,n范围 隔离液2,0.668,0.2–1.2,✓,
ht1_003[variant],sanity,K范围 隔离液2,1.245,0.05–5 Pa·s^n,✓,
ht1_003[variant],sanity,密度范围 领浆,2050,水泥浆1.85–1.95g/cc,⚠,超出常规水泥浆范围：加重/低密配方需与配方记录核对
ht1_003[variant],sanity,n范围 领浆,0.597,0.2–1.2,✓,
ht1_003[variant],sanity,K范围 领浆,1.622,0.05–5 Pa·s^n,✓,
ht1_003[variant],sanity,密度范围 尾浆,1950,水泥浆1.85–1.95g/cc,✓,
ht1_003[variant],sanity,n范围 尾浆,0.585,0.2–1.2,✓,
ht1_003[variant],sanity,K范围 尾浆,1.673,0.05–5 Pa·s^n,✓,
ht1_003[variant],sanity,YP>0 压塞液,8,>0,✓,YP=0 仅当流体确无屈服
ht1_003[variant],sanity,YP>0 保护液,8.2,>0,✓,YP=0 仅当流体确无屈服
ht1_003[variant],sanity,YP>0 基液,8,>0,✓,YP=0 仅当流体确无屈服
ht1_003[variant],sanity,YP>0 替钻井液,10,>0,✓,YP=0 仅当流体确无屈服
ht1_003[variant],sanity,YP>0 井浆,9.3,>0,✓,YP=0 仅当流体确无屈服
ht1_003[variant],sanity,ID<OD,107.94<139.7,—,✓,
ht1_003[variant],sanity,悬挂器<鞋深,5307.539<7618.0,—,✓,
ht1_003[variant],sanity,尾管长度≈shoe−hanger,2310.5,模型段长2310.5,✓,模型段顶可为水泥返高（≠悬挂器），差异仅提示
ht1_003[variant],sanity,"standoff∈[0,1]",0.83–0.83,—,✓,
ht1_003[variant],sanity,井径>尾管OD(全部点),—,0点违反,✓,
ht1_004,fluid,displacement/保护液[第1对1/3] 密度kg/m3,1900,1900,✓,
ht1_004,fluid,displacement/保护液[第1对1/3] PV Pa·s,0.05,—,-,
ht1_004,fluid,displacement/保护液[第1对1/3] YP Pa,9.2,—,-,
ht1_004,fluid,displacement/替钻井液[第2对2/3] 密度kg/m3,1900,1020,✗,CSV g/cm3×1000；容差10kg/m3
ht1_004,fluid,displacement/替钻井液[第2对2/3] PV Pa·s,0.05,—,-,
ht1_004,fluid,displacement/替钻井液[第2对2/3] YP Pa,9.5,—,-,
ht1_004,fluid,displacement/基液[第3对3/3] 密度kg/m3,1020,1910,✗,CSV g/cm3×1000；容差10kg/m3
ht1_004,fluid,displacement/基液[第3对3/3] PV Pa·s,0.05,—,-,
ht1_004,fluid,displacement/基液[第3对3/3] YP Pa,9,50,✗,容差2%
ht1_004,fluid,displacement/井浆[第4对3/3] 密度kg/m3,1900,1910,✓,
ht1_004,fluid,displacement/井浆[第4对3/3] PV Pa·s,0.055,—,-,
ht1_004,fluid,displacement/井浆[第4对3/3] YP Pa,9.5,50,✗,容差2%
ht1_004,fluid,role=flusher,1条,0条,⚠,loader或CSV侧该角色无对应条目（角色映射或口径差异）
ht1_004,fluid,role=lead[第1对1/2] 密度kg/m3,1930,1930,✓,
ht1_004,fluid,role=lead[第1对1/2] PV Pa·s,0.17,—,-,
ht1_004,fluid,role=lead[第1对1/2] YP Pa,13,—,-,
ht1_004,fluid,role=lead[第1对1/2] 流变模型,bingham,power_law,⚠,
ht1_004,fluid,role=mud[第1对1/4] 密度kg/m3,1900,1910,✓,
ht1_004,fluid,role=mud[第1对1/4] PV Pa·s,0.053,0.053,✓,
ht1_004,fluid,role=mud[第1对1/4] YP Pa,8.5,8.5,✓,
ht1_004,fluid,role=mud[第1对1/4] 流变模型,bingham,mixed,✓,CSV为混合口径(幂律+宾汉)
ht1_004,fluid,role=other,1条,0条,⚠,loader或CSV侧该角色无对应条目（角色映射或口径差异）
ht1_004,fluid,role=plug,0条,1条,⚠,loader或CSV侧该角色无对应条目（角色映射或口径差异）
ht1_004,fluid,spacer/隔离液1 密度kg/m3,1950,1950,✓,
ht1_004,fluid,spacer/隔离液1 PV Pa·s,0.058,—,-,
ht1_004,fluid,spacer/隔离液1 YP Pa,9.8,—,-,
ht1_004,fluid,spacer/隔离液1 流变模型,bingham,power_law,⚠,
ht1_004,fluid,spacer/隔离液2 密度kg/m3,1750,1750,✓,
ht1_004,fluid,spacer/隔离液2 PV Pa·s,0.065,—,-,
ht1_004,fluid,spacer/隔离液2 YP Pa,10,—,-,
ht1_004,fluid,spacer/隔离液2 流变模型,bingham,power_law,⚠,
ht1_004,fluid,role=tail[第1对1/2] 密度kg/m3,1900,1900,✓,
ht1_004,fluid,role=tail[第1对1/2] PV Pa·s,0.18,—,-,
ht1_004,fluid,role=tail[第1对1/2] YP Pa,14,—,-,
ht1_004,fluid,role=tail[第1对1/2] 流变模型,bingham,power_law,⚠,
ht1_004,fluid,role=wash 密度kg/m3,1750,1750,✓,
ht1_004,fluid,role=wash PV Pa·s,0.058,0.03,✗,CSV mPa·s/1000；容差2%
ht1_004,fluid,role=wash YP Pa,9.8,7,✗,容差2%
ht1_004,fluid,role=wash 流变模型,bingham,bingham,✓,
ht1_004,schedule,role=displacement[1] 体积m3(替钻井液(快)),29,97.1,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[1] 排量m3/min,1.5,—,-,
ht1_004,schedule,role=displacement[1] 开始min(推算vs现场),103.6,170,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=displacement[1] 结束min(推算vs现场),122.9,260,⚠,容差3min
ht1_004,schedule,role=displacement[2] 体积m3(替保护液),14,2,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[2] 排量m3/min,1.4,1.2,✗,容差2%
ht1_004,schedule,role=displacement[3] 体积m3(替基液),1,29,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[3] 排量m3/min,1.4,1.5,✗,容差2%
ht1_004,schedule,role=displacement[4] 体积m3(井浆替入1),14,14,✓,
ht1_004,schedule,role=displacement[4] 排量m3/min,1.15,1.5,✗,容差2%
ht1_004,schedule,role=displacement[5] 体积m3(井浆替入2),10,30,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[5] 排量m3/min,1.05,—,-,
ht1_004,schedule,role=displacement[6] 体积m3(井浆替入3),10,22,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[6] 排量m3/min,0.95,—,-,
ht1_004,schedule,role=displacement[7] 体积m3(井浆替入4),10,200,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[7] 排量m3/min,0.85,2.4,✗,容差2%
ht1_004,schedule,role=displacement[7] 开始min(推算vs现场),165.9,390,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=displacement[7] 结束min(推算vs现场),177.6,470,⚠,容差3min
ht1_004,schedule,role=displacement[8] 体积m3(井浆替入5),9.4,2,✗,容差0.2m³/1%
ht1_004,schedule,role=displacement[8] 排量m3/min,0.75,1.2,✗,容差2%
ht1_004,schedule,role=lead[1] 体积m3(注入领浆),48,48,✓,
ht1_004,schedule,role=lead[1] 排量m3/min,1.2,1.2,✓,
ht1_004,schedule,role=lead[1] 开始min(推算vs现场),39.5,73,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=lead[1] 结束min(推算vs现场),79.5,140,⚠,容差3min
ht1_004,schedule,role=other,1步,0步,⚠,单侧无该角色步骤（口径/序列差异）
ht1_004,schedule,role=spacer[1] 体积m3(注入隔离液1),16,16,✓,
ht1_004,schedule,role=spacer[1] 排量m3/min,1.2,1,✗,容差2%
ht1_004,schedule,role=spacer[1] 开始min(推算vs现场),17.9,25,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=spacer[1] 结束min(推算vs现场),31.2,60,⚠,容差3min
ht1_004,schedule,role=spacer[2] 体积m3(注入隔离液2),10,10,✓,
ht1_004,schedule,role=spacer[2] 排量m3/min,1.2,1,✗,容差2%
ht1_004,schedule,role=spacer[2] 开始min(推算vs现场),31.2,60,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=spacer[2] 结束min(推算vs现场),39.5,73,⚠,容差3min
ht1_004,schedule,role=tail[1] 体积m3(注入尾浆),28,28,✓,
ht1_004,schedule,role=tail[1] 排量m3/min,1.25,1,✗,容差2%
ht1_004,schedule,role=tail[1] 开始min(推算vs现场),79.5,140,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=tail[1] 结束min(推算vs现场),101.9,170,⚠,容差3min
ht1_004,schedule,role=wash[1] 体积m3(注入先导浆),25,25,✓,
ht1_004,schedule,role=wash[1] 排量m3/min,1.4,1.2,✗,容差2%
ht1_004,schedule,role=wash[1] 开始min(推算vs现场),0,5,⚠,loader时间为体积/排量推算；容差3min
ht1_004,schedule,role=wash[1] 结束min(推算vs现场),17.9,25,⚠,容差3min
ht1_004,schedule,日程总时长min(推算vs现场末步),190.2,470,⚠,现场末步含试压/停泵等非注入步，差异仅提示
ht1_004,geometry,well_geometry.csv 同item多值行,—,"borehole_nominal_diameter,drill_bit_size,float_collar_md,liner_inner_diameter,liner_outer_diameter",⚠,CSV长表混入回接段同名item，比对取首现（尾管段）值
ht1_004,geometry,悬挂器深度hanger_md_m,5243.21,5243.21,✓,
ht1_004,geometry,尾管鞋shoe_md_m,7660,7660,✓,
ht1_004,geometry,模型段顶top_md_m,5243.21,5251.11,✓,
ht1_004,geometry,下段尾管OD mm,139.7,139.7,✓,casing_liner_string 最后一 liner 段
ht1_004,geometry,上段尾管OD mm,168.3,168.28,✓,
ht1_004,geometry,上段尾管ID mm,138.9,138.9,✓,
ht1_004,geometry,上段底/变径位置 md_m,7376.66,7376.66,✓,loader常取整（如6796.329→6796）
ht1_004,geometry,尾管长度m(CSV分段和 vs shoe−hanger),2416.79,2408.89,✓,含悬挂器/浮箍段长差异，容差30m
ht1_004,geometry,井径剖面点数(CSV实测 vs loader模型域),72,72,✓,loader仅保留模型段内点并可能做等效换算
ht1_004,geometry,井径max mm(CSV vs loader),251.2,251.2,✓,上段等效换算会改变数值
ht1_004,geometry,井径min mm(CSV vs loader),216,216,✓,
ht1_004,geometry,standoff范围(CSV:centralization_percent vs loader),0.83–0.83,0.83–0.83,✓,CSV多为扶正器布置设计值，loader常为model_assumption名义剖面
ht1_004,cbl,CBL合格率(fraction),0.003,0.003,✓,来源 
ht1_004,cbl,CBL测量段 top/bottom,窗['5245-7581'],5245–7581,⚠,loader评价窗常为可评价子段（扣除双层套管/悬空段），见notes
ht1_004,cbl,地层目标[干层-K1q] 6908-6912,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[干层-K1q] 6938-6943,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[干层-K1q] 6971-6975,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[干层-K1q] 7049-7055,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[气层-K1q(主力)] 7495-7526,covered,target_intervals.csv,✓,
ht1_004,cbl,地层目标[气层-J3k3(主力)] 7531-7550,covered,target_intervals.csv,✓,
ht1_004,cbl,地层目标[差气层-J3k2] 7601-7603,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[差气层-J3k2] 7610-7613,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[差气层-J3k2] 7617-7621,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[主力气层段] 7495-7550,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[目的井段] 7495-7550,未覆盖,target_intervals.csv,⚠,
ht1_004,cbl,地层目标[油气水层段] 7482-7560,未覆盖,target_intervals.csv,⚠,
ht1_004,内部,每步rate×duration=体积,闭合,闭合,✓,
ht1_004,内部,浆体总体积m3(lead+tail+intermediate),76,226.4,✓,日程总注入226.4m³含前置/顶替
ht1_004,内部,环空体积重算m3(hole_profile×OD积分),59.8,—,⚠,重算口径：hole_diameter_profile×(双径)liner OD；技套重叠段按外推井径计
ht1_004,内部,水泥浆总体积/环空体积(η_E库存比上限),1.271,—,⚠,>1 表示水泥浆量超过环空容量（返高以上/漏失/计量口径）
ht1_004,内部,管内容积重算m3 vs 替浆总体积m3,34.9 vs 97.4,—,⚠,替浆总量应≈碰压时管内容积；差异大提示 liner_id/pipe_id 口径为等效或代理
ht1_004,sanity,密度范围 钻井液,1900,泥浆1.05–2.35g/cc,✓,
ht1_004,sanity,YP>0 钻井液,8.5,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 保护液,9.2,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 先导浆,9.8,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 隔离液1,9.8,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 隔离液2,10,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,密度范围 领浆,1930,水泥浆1.85–1.95g/cc,✓,
ht1_004,sanity,YP>0 领浆,13,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,密度范围 尾浆,1900,水泥浆1.85–1.95g/cc,✓,
ht1_004,sanity,YP>0 尾浆,14,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 压塞液,9,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 替钻井液,9.5,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 基液,9,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 井浆,9.5,>0,✓,YP=0 仅当流体确无屈服
ht1_004,sanity,YP>0 冲洗液（FLUSHER）,9,>0,✓,YP=0 仅当流体确无屈服
