排量_m3min,屈服应力_Pa,黏度_mPas,全井有效顶替效率,耗时_s
1.0,15.0,250.0,0.949909,7.5
1.0,15.0,270.0,0.950419,7.7
1.0,15.0,290.0,0.950851,7.5
1.0,15.0,310.0,0.951221,7.6
1.0,15.0,330.0,0.951542,7.5
1.0,15.0,350.0,0.951822,7.5
1.0,17.0,50.0,0.926891,7.8
1.0,17.0,70.0,0.934348,7.5
1.0,17.0,90.0,0.939133,7.5
1.0,17.0,110.0,0.942384,7.6
1.0,17.0,130.0,0.944666,7.7
1.0,17.0,150.0,0.94631,7.5
1.0,17.0,170.0,0.94755,7.6
1.0,17.0,190.0,0.948515,7.5
1.0,17.0,210.0,0.949286,7.5
1.0,17.0,230.0,0.949914,7.8
1.0,17.0,250.0,0.950436,7.8
1.0,17.0,270.0,0.950876,8.3
1.0,17.0,290.0,0.951251,7.8
1.0,17.0,310.0,0.951576,7.8
1.0,17.0,330.0,0.951858,7.6
1.0,17.0,350.0,0.952107,7.5
1.0,19.0,50.0,0.933282,7.8
1.0,19.0,70.0,0.938338,8.0
1.0,19.0,90.0,0.941799,7.7
1.0,19.0,110.0,0.94426,7.6
1.0,19.0,130.0,0.946058,7.6
1.0,19.0,150.0,0.947397,7.9
1.0,19.0,170.0,0.948424,7.6
1.0,19.0,190.0,0.949235,7.7
1.0,19.0,210.0,0.949892,7.8
1.0,19.0,230.0,0.950432,7.8
1.0,19.0,250.0,0.950885,7.9
1.0,19.0,270.0,0.95127,7.7
1.0,19.0,290.0,0.9516,7.6
1.0,19.0,310.0,0.951887,7.8
1.0,19.0,330.0,0.952139,7.7
1.0,19.0,350.0,0.952361,7.6
1.0,21.0,50.0,0.937631,7.7
1.0,21.0,70.0,0.941215,7.6
1.0,21.0,90.0,0.943793,7.8
1.0,21.0,110.0,0.945706,7.6
1.0,21.0,130.0,0.947158,7.7
1.0,21.0,150.0,0.948275,7.7
1.0,21.0,170.0,0.94914,7.8
1.0,21.0,190.0,0.949835,7.7
1.0,21.0,210.0,0.950402,7.6
1.0,21.0,230.0,0.950874,7.6
1.0,21.0,250.0,0.951272,7.6
1.0,21.0,270.0,0.951612,7.8
1.0,21.0,290.0,0.951906,7.6
1.0,21.0,310.0,0.952162,7.7
1.0,21.0,330.0,0.952388,7.7
1.0,21.0,350.0,0.952588,7.8
1.0,23.0,50.0,0.940808,7.7
1.0,23.0,70.0,0.943411,7.6
1.0,23.0,90.0,0.945337,7.7
1.0,23.0,110.0,0.946861,7.9
1.0,23.0,130.0,0.948053,7.6
1.0,23.0,150.0,0.948991,7.7
1.0,23.0,170.0,0.949741,7.7
1.0,23.0,190.0,0.950341,8.0
1.0,23.0,210.0,0.950838,7.7
1.0,23.0,230.0,0.951254,7.8
1.0,23.0,250.0,0.951608,7.7
1.0,23.0,270.0,0.951912,7.8
1.0,23.0,290.0,0.952176,8.1
1.0,23.0,310.0,0.952407,7.7
1.0,23.0,330.0,0.952611,7.8
1.0,23.0,350.0,0.952793,8.0
1.0,25.0,50.0,0.943186,7.9
1.0,25.0,70.0,0.945117,7.8
1.0,25.0,90.0,0.946568,7.8
1.0,25.0,110.0,0.9478,7.9
1.0,25.0,130.0,0.948794,8.1
1.0,25.0,150.0,0.9496,7.9
1.0,25.0,170.0,0.950246,7.7
1.0,25.0,190.0,0.950777,7.9
1.0,25.0,210.0,0.951215,8.2
1.0,25.0,230.0,0.951586,7.8
1.0,25.0,250.0,0.951903,7.8
1.0,25.0,270.0,0.952177,8.0
1.0,25.0,290.0,0.952416,7.9
1.0,25.0,310.0,0.952626,7.8
1.0,25.0,330.0,0.952812,7.9
1.0,25.0,350.0,0.952978,7.8
1.1,5.0,50.0,0.65163,8.1
1.1,5.0,70.0,0.734424,7.7
1.1,5.0,90.0,0.79901,7.8
1.1,5.0,110.0,0.848825,7.8
1.1,5.0,130.0,0.888163,7.7
1.1,5.0,150.0,0.914125,8.0
1.1,5.0,170.0,0.928102,7.9
1.1,5.0,190.0,0.935499,7.8
1.1,5.0,210.0,0.939829,7.8
1.1,5.0,230.0,0.942647,7.9
1.1,5.0,250.0,0.944624,7.9
1.1,5.0,270.0,0.946088,7.9
1.1,5.0,290.0,0.947216,7.7
1.1,5.0,310.0,0.948111,8.3
1.1,5.0,330.0,0.948838,7.8
1.1,5.0,350.0,0.94944,7.8
1.1,7.0,50.0,0.710502,7.9
1.1,7.0,70.0,0.787891,8.0
1.1,7.0,90.0,0.845994,7.8
1.1,7.0,110.0,0.889992,7.9
1.1,7.0,130.0,0.915654,7.9
1.1,7.0,150.0,0.928964,8.1
1.1,7.0,170.0,0.935941,8.0
1.1,7.0,190.0,0.940083,8.3
1.1,7.0,210.0,0.942817,7.9
1.1,7.0,230.0,0.944755,8.1
1.1,7.0,250.0,0.946197,7.9
1.1,7.0,270.0,0.947312,7.9
1.1,7.0,290.0,0.948197,8.1
1.1,7.0,310.0,0.948918,7.9
1.1,7.0,330.0,0.949514,8.1
1.1,7.0,350.0,0.950017,7.9
1.1,9.0,50.0,0.773205,7.9
1.1,9.0,70.0,0.841971,8.1
1.1,9.0,90.0,0.889994,8.1
1.1,9.0,110.0,0.916529,7.8
1.1,9.0,130.0,0.929448,8.0
1.1,9.0,150.0,0.936172,8.0
1.1,9.0,170.0,0.940219,8.3
1.1,9.0,190.0,0.942917,7.9
1.1,9.0,210.0,0.94484,8.0
1.1,9.0,230.0,0.946274,7.9
1.1,9.0,250.0,0.947384,8.0
1.1,9.0,270.0,0.948266,8.0
1.1,9.0,290.0,0.948984,8.0
1.1,9.0,310.0,0.949579,7.8
1.1,9.0,330.0,0.95008,8.3
1.1,9.0,350.0,0.950506,7.9
1.1,11.0,50.0,0.835059,8.0
1.1,11.0,70.0,0.888333,7.9
1.1,11.0,90.0,0.916641,8.3
1.1,11.0,110.0,0.929519,8.1
1.1,11.0,130.0,0.93618,8.0
1.1,11.0,150.0,0.940227,8.0
1.1,11.0,170.0,0.942937,8.2
1.1,11.0,190.0,0.944871,8.1
1.1,11.0,210.0,0.946315,8.1
1.1,11.0,230.0,0.947431,7.9
1.1,11.0,250.0,0.948318,8.4
1.1,11.0,270.0,0.949038,7.8
1.1,11.0,290.0,0.949634,7.4
1.1,11.0,310.0,0.950134,7.4
1.1,11.0,330.0,0.95056,7.4
1.1,11.0,350.0,0.950927,7.7
1.1,13.0,50.0,0.886021,7.4
1.1,13.0,70.0,0.91593,7.5
1.1,13.0,90.0,0.929,7.4
1.1,13.0,110.0,0.93588,7.7
1.1,13.0,130.0,0.940058,7.5
1.1,13.0,150.0,0.942853,7.4
1.1,13.0,170.0,0.944838,7.5
1.1,13.0,190.0,0.946313,7.7
1.1,13.0,210.0,0.947449,7.7
1.1,13.0,230.0,0.948348,7.4
1.1,13.0,250.0,0.949076,7.4
1.1,13.0,270.0,0.949676,7.6
1.1,13.0,290.0,0.950179,7.6
1.1,13.0,310.0,0.950607,7.4
1.1,13.0,330.0,0.950974,7.4
1.1,13.0,350.0,0.951293,7.5
1.1,15.0,50.0,0.914787,7.6
1.1,15.0,70.0,0.927972,7.6
1.1,15.0,90.0,0.935139,7.5
1.1,15.0,110.0,0.939638,7.5
1.1,15.0,130.0,0.942622,7.5
1.1,15.0,150.0,0.944712,7.5
1.1,15.0,170.0,0.946251,7.4
1.1,15.0,190.0,0.947426,7.7
1.1,15.0,210.0,0.948349,7.5
1.1,15.0,230.0,0.949093,7.7
1.1,15.0,250.0,0.949703,7.4
1.1,15.0,270.0,0.950213,7.5
1.1,15.0,290.0,0.950644,7.4
1.1,15.0,310.0,0.951014,7.5
1.1,15.0,330.0,0.951335,7.5
1.1,15.0,350.0,0.951615,7.4
1.1,17.0,50.0,0.926704,7.4
1.1,17.0,70.0,0.934154,7.5
1.1,17.0,90.0,0.938934,7.6
1.1,17.0,110.0,0.942183,7.4
1.1,17.0,130.0,0.944464,7.4
1.1,17.0,150.0,0.946108,7.4
1.1,17.0,170.0,0.947347,7.6
1.1,17.0,190.0,0.948311,7.5
1.1,17.0,210.0,0.949082,8.0
1.1,17.0,230.0,0.94971,8.4
1.1,17.0,250.0,0.950231,8.8
1.1,17.0,270.0,0.950671,7.9
1.1,17.0,290.0,0.951046,7.5
1.1,17.0,310.0,0.95137,7.4
1.1,17.0,330.0,0.951652,7.5
1.1,17.0,350.0,0.951901,7.7
1.1,19.0,50.0,0.933106,7.5
1.1,19.0,70.0,0.938151,7.4
1.1,19.0,90.0,0.941605,7.4
1.1,19.0,110.0,0.944064,7.6
1.1,19.0,130.0,0.94586,7.5
1.1,19.0,150.0,0.947197,7.4
1.1,19.0,170.0,0.948223,7.5
1.1,19.0,190.0,0.949033,7.6
1.1,19.0,210.0,0.949689,7.5
1.1,19.0,230.0,0.950229,7.4
1.1,19.0,250.0,0.950681,7.4
1.1,19.0,270.0,0.951065,7.5
1.1,19.0,290.0,0.951395,7.6
1.1,19.0,310.0,0.951682,7.5
1.1,19.0,330.0,0.951933,7.6
1.1,19.0,350.0,0.952155,7.4
1.1,21.0,50.0,0.937457,7.8
1.1,21.0,70.0,0.941031,7.7
1.1,21.0,90.0,0.943603,7.5
1.1,21.0,110.0,0.945512,7.4
1.1,21.0,130.0,0.946962,7.6
1.1,21.0,150.0,0.948077,7.6
1.1,21.0,170.0,0.94894,7.4
1.1,21.0,190.0,0.949634,7.5
1.1,21.0,210.0,0.9502,7.5
1.1,21.0,230.0,0.950671,7.8
1.1,21.0,250.0,0.951069,7.5
1.1,21.0,270.0,0.951409,7.5
1.1,21.0,290.0,0.951702,7.5
1.1,21.0,310.0,0.951958,7.8
1.1,21.0,330.0,0.952184,7.6
1.1,21.0,350.0,0.952384,7.6
1.1,23.0,50.0,0.940636,7.4
1.1,23.0,70.0,0.943229,7.6
1.1,23.0,90.0,0.945149,7.7
1.1,23.0,110.0,0.946669,7.5
1.1,23.0,130.0,0.947858,7.4
1.1,23.0,150.0,0.948795,7.5
1.1,23.0,170.0,0.949542,7.8
1.1,23.0,190.0,0.950141,7.4
1.1,23.0,210.0,0.950637,7.4
1.1,23.0,230.0,0.951053,7.5
1.1,23.0,250.0,0.951406,7.5
1.1,23.0,270.0,0.951709,7.6
1.1,23.0,290.0,0.951973,7.4
1.1,23.0,310.0,0.952203,7.5
1.1,23.0,330.0,0.952407,7.4
1.1,23.0,350.0,0.952589,7.6
1.1,25.0,50.0,0.943014,7.4
1.1,25.0,70.0,0.944937,7.4
1.1,25.0,90.0,0.946382,7.4
1.1,25.0,110.0,0.947609,7.7
1.1,25.0,130.0,0.9486,7.4
1.1,25.0,150.0,0.949404,7.5
1.1,25.0,170.0,0.950049,7.4
1.1,25.0,190.0,0.950578,7.4
1.1,25.0,210.0,0.951016,7.7
1.1,25.0,230.0,0.951385,7.4
1.1,25.0,250.0,0.951701,7.4
1.1,25.0,270.0,0.951975,7.5
1.1,25.0,290.0,0.952213,7.6
1.1,25.0,310.0,0.952422,7.4
1.1,25.0,330.0,0.952608,7.4
1.1,25.0,350.0,0.952774,7.4
1.2,5.0,50.0,0.651522,7.8
1.2,5.0,70.0,0.734307,7.6
1.2,5.0,90.0,0.798894,7.3
1.2,5.0,110.0,0.848706,7.5
1.2,5.0,130.0,0.888059,7.4
1.2,5.0,150.0,0.914174,7.5
1.2,5.0,170.0,0.928255,7.3
1.2,5.0,190.0,0.935689,7.3
1.2,5.0,210.0,0.940029,7.3
1.2,5.0,230.0,0.942851,7.5
1.2,5.0,250.0,0.94483,7.6
1.2,5.0,270.0,0.946296,7.4
1.2,5.0,290.0,0.947425,7.3
1.2,5.0,310.0,0.94832,7.4
1.2,5.0,330.0,0.949047,7.5
1.2,5.0,350.0,0.949649,7.3
1.2,7.0,50.0,0.710349,7.4
1.2,7.0,70.0,0.787752,7.3
1.2,7.0,90.0,0.845848,7.6
1.2,7.0,110.0,0.889909,7.4
1.2,7.0,130.0,0.915718,7.3
1.2,7.0,150.0,0.929122,7.5
1.2,7.0,170.0,0.93613,7.4
1.2,7.0,190.0,0.940281,7.4
1.2,7.0,210.0,0.943019,7.4
1.2,7.0,230.0,0.944959,7.4
1.2,7.0,250.0,0.946404,7.3
1.2,7.0,270.0,0.947519,7.6
1.2,7.0,290.0,0.948405,7.3
1.2,7.0,310.0,0.949125,7.2
1.2,7.0,330.0,0.949722,7.3
1.2,7.0,350.0,0.950225,7.4
1.2,9.0,50.0,0.773033,7.4
1.2,9.0,70.0,0.841807,7.4
1.2,9.0,90.0,0.889919,7.4
1.2,9.0,110.0,0.916603,7.3
1.2,9.0,130.0,0.92961,7.7
1.2,9.0,150.0,0.936359,7.4
1.2,9.0,170.0,0.940415,7.3
1.2,9.0,190.0,0.943117,7.3
1.2,9.0,210.0,0.945042,8.7
1.2,9.0,230.0,0.946479,8.4
1.2,9.0,250.0,0.947589,8.3
1.2,9.0,270.0,0.948472,7.9
1.2,9.0,290.0,0.949191,7.6
1.2,9.0,310.0,0.949786,7.5
1.2,9.0,330.0,0.950286,7.4
1.2,9.0,350.0,0.950713,7.3
1.2,11.0,50.0,0.834877,7.3
1.2,11.0,70.0,0.888253,7.6
1.2,11.0,90.0,0.916726,7.3
1.2,11.0,110.0,0.929682,7.4
1.2,11.0,130.0,0.936365,7.3
1.2,11.0,150.0,0.94042,7.5
1.2,11.0,170.0,0.943135,7.5
1.2,11.0,190.0,0.945072,7.3
1.2,11.0,210.0,0.946518,7.2
1.2,11.0,230.0,0.947635,7.3
1.2,11.0,250.0,0.948522,7.5
1.2,11.0,270.0,0.949243,7.3
1.2,11.0,290.0,0.949839,7.3
1.2,11.0,310.0,0.95034,7.2
1.2,11.0,330.0,0.950766,7.4
1.2,11.0,350.0,0.951133,7.3
1.2,13.0,50.0,0.885931,7.3
1.2,13.0,70.0,0.916023,7.4
1.2,13.0,90.0,0.929162,7.4
1.2,13.0,110.0,0.936062,7.6
1.2,13.0,130.0,0.940247,7.4
1.2,13.0,150.0,0.943047,7.3
1.2,13.0,170.0,0.945036,7.3
1.2,13.0,190.0,0.946513,7.6
1.2,13.0,210.0,0.94765,7.4
1.2,13.0,230.0,0.94855,7.3
1.2,13.0,250.0,0.949279,7.4
1.2,13.0,270.0,0.94988,7.4
1.2,13.0,290.0,0.950383,7.5
1.2,13.0,310.0,0.950811,7.4
1.2,13.0,330.0,0.951179,7.3
1.2,13.0,350.0,0.951498,7.4
1.2,15.0,50.0,0.914884,7.6
1.2,15.0,70.0,0.92813,7.4
1.2,15.0,90.0,0.935314,7.3
1.2,15.0,110.0,0.939823,7.3
1.2,15.0,130.0,0.942813,7.5
1.2,15.0,150.0,0.944907,7.5
1.2,15.0,170.0,0.946448,7.3
1.2,15.0,190.0,0.947625,7.4
1.2,15.0,210.0,0.94855,7.8
1.2,15.0,230.0,0.949294,11.1
1.2,15.0,250.0,0.949905,7.8
1.2,15.0,270.0,0.950415,7.4
1.2,15.0,290.0,0.950848,7.4
1.2,15.0,310.0,0.951218,7.5
1.2,15.0,330.0,0.951539,7.3
1.2,15.0,350.0,0.95182,7.4
1.2,17.0,50.0,0.926853,7.3
1.2,17.0,70.0,0.93432,7.6
1.2,17.0,90.0,0.939112,7.4
1.2,17.0,110.0,0.942369,7.3
1.2,17.0,130.0,0.944655,7.4
1.2,17.0,150.0,0.946302,7.4
1.2,17.0,170.0,0.947543,7.4
1.2,17.0,190.0,0.948509,7.3
1.2,17.0,210.0,0.949281,7.3
1.2,17.0,230.0,0.94991,7.3
1.2,17.0,250.0,0.950432,7.7
1.2,17.0,270.0,0.950873,7.3
1.2,17.0,290.0,0.951248,8.3
1.2,17.0,310.0,0.951573,7.6
1.2,17.0,330.0,0.951856,7.7
1.2,17.0,350.0,0.952105,7.5
1.2,19.0,50.0,0.933257,7.5
1.2,19.0,70.0,0.938318,7.4
1.2,19.0,90.0,0.941784,7.3
1.2,19.0,110.0,0.944249,7.7
1.2,19.0,130.0,0.94605,7.8
1.2,19.0,150.0,0.947391,7.6
1.2,19.0,170.0,0.948419,7.4
1.2,19.0,190.0,0.949231,7.5
1.2,19.0,210.0,0.949887,7.5
1.2,19.0,230.0,0.950429,7.6
1.2,19.0,250.0,0.950882,7.5
1.2,19.0,270.0,0.951267,7.7
1.2,19.0,290.0,0.951598,7.8
1.2,19.0,310.0,0.951885,7.5
1.2,19.0,330.0,0.952137,7.5
1.2,19.0,350.0,0.952359,7.4
1.2,21.0,50.0,0.937609,7.9
1.2,21.0,70.0,0.9412,7.5
1.2,21.0,90.0,0.943783,7.4
1.2,21.0,110.0,0.945698,7.5
1.2,21.0,130.0,0.947151,7.7
1.2,21.0,150.0,0.948269,7.5
1.2,21.0,170.0,0.949135,7.4
1.2,21.0,190.0,0.949831,7.6
1.2,21.0,210.0,0.950399,7.5
1.2,21.0,230.0,0.95087,7.6
1.2,21.0,250.0,0.951269,7.4
1.2,21.0,270.0,0.951609,7.5
1.2,21.0,290.0,0.951904,7.5
1.2,21.0,310.0,0.95216,7.7
1.2,21.0,330.0,0.952386,7.5
1.2,21.0,350.0,0.952587,7.4
1.2,23.0,50.0,0.940792,7.4
1.2,23.0,70.0,0.9434,7.7
1.2,23.0,90.0,0.945329,7.5
1.2,23.0,110.0,0.946854,7.5
1.2,23.0,130.0,0.948048,7.7
1.2,23.0,150.0,0.948987,7.5
1.2,23.0,170.0,0.949737,7.6
1.2,23.0,190.0,0.950338,7.5
1.2,23.0,210.0,0.950835,7.5
1.2,23.0,230.0,0.951252,7.5
1.2,23.0,250.0,0.951605,7.6
1.2,23.0,270.0,0.95191,7.6
1.2,23.0,290.0,0.952174,7.7
1.2,23.0,310.0,0.952405,7.5
1.2,23.0,330.0,0.95261,7.8
1.2,23.0,350.0,0.952791,7.5
1.2,25.0,50.0,0.943174,7.5
1.2,25.0,70.0,0.945109,7.6
1.2,25.0,90.0,0.946562,7.7
1.2,25.0,110.0,0.947795,7.8
1.2,25.0,130.0,0.948789,7.8
1.2,25.0,150.0,0.949596,7.5
1.2,25.0,170.0,0.950243,7.6
1.2,25.0,190.0,0.950774,7.9
1.2,25.0,210.0,0.951213,7.6
1.2,25.0,230.0,0.951584,7.6
1.2,25.0,250.0,0.951901,7.6
1.2,25.0,270.0,0.952175,7.7
1.2,25.0,290.0,0.952414,7.9
1.2,25.0,310.0,0.952624,7.5
1.2,25.0,330.0,0.95281,7.7
1.2,25.0,350.0,0.952976,7.8
1.3,5.0,50.0,0.651341,7.6
1.3,5.0,70.0,0.734092,7.7
1.3,5.0,90.0,0.798654,7.6
1.3,5.0,110.0,0.848439,7.8
1.3,5.0,130.0,0.887781,7.8
1.3,5.0,150.0,0.914022,7.5
1.3,5.0,170.0,0.928205,7.6
1.3,5.0,190.0,0.935681,7.8
1.3,5.0,210.0,0.940035,7.7
1.3,5.0,230.0,0.942862,7.6
1.3,5.0,250.0,0.944845,7.7
1.3,5.0,270.0,0.946313,7.8
1.3,5.0,290.0,0.947444,7.7
1.3,5.0,310.0,0.948341,8.1
1.3,5.0,330.0,0.949068,7.7
1.3,5.0,350.0,0.94967,7.5
1.3,7.0,50.0,0.710113,8.1
1.3,7.0,70.0,0.787497,7.8
1.3,7.0,90.0,0.84556,7.5
1.3,7.0,110.0,0.889649,8.2
1.3,7.0,130.0,0.915583,7.7
1.3,7.0,150.0,0.929083,7.9
1.3,7.0,170.0,0.936127,7.8
1.3,7.0,190.0,0.940288,7.8
1.3,7.0,210.0,0.943031,8.3
1.3,7.0,230.0,0.944974,8.0
1.3,7.0,250.0,0.946421,7.6
1.3,7.0,270.0,0.947538,7.9
1.3,7.0,290.0,0.948425,7.8
1.3,7.0,310.0,0.949146,8.0
1.3,7.0,330.0,0.949743,7.7
1.3,7.0,350.0,0.950246,7.9
1.3,9.0,50.0,0.772755,7.8
1.3,9.0,70.0,0.841505,8.1
1.3,9.0,90.0,0.889664,8.0
1.3,9.0,110.0,0.916482,7.8
1.3,9.0,130.0,0.92958,7.8
1.3,9.0,150.0,0.936358,7.9
1.3,9.0,170.0,0.940423,7.9
1.3,9.0,190.0,0.94313,7.9
1.3,9.0,210.0,0.945058,8.0
1.3,9.0,230.0,0.946497,7.8
1.3,9.0,250.0,0.947609,8.2
1.3,9.0,270.0,0.948493,7.7
1.3,9.0,290.0,0.949211,7.8
1.3,9.0,310.0,0.949807,7.8
1.3,9.0,330.0,0.950307,7.9
1.3,9.0,350.0,0.950734,7.8
1.3,11.0,50.0,0.834557,7.8
1.3,11.0,70.0,0.887994,7.9
1.3,11.0,90.0,0.91662,8.3
1.3,11.0,110.0,0.92966,7.9
1.3,11.0,130.0,0.936366,7.9
1.3,11.0,150.0,0.940428,7.9
1.3,11.0,170.0,0.943148,7.5
1.3,11.0,190.0,0.945088,7.4
1.3,11.0,210.0,0.946536,7.3
1.3,11.0,230.0,0.947654,7.3
1.3,11.0,250.0,0.948542,7.5
1.3,11.0,270.0,0.949263,7.4
1.3,11.0,290.0,0.94986,7.3
1.3,11.0,310.0,0.950361,7.3
1.3,11.0,330.0,0.950787,7.3
1.3,11.0,350.0,0.951154,7.4
1.3,13.0,50.0,0.885665,7.4
1.3,13.0,70.0,0.915934,7.4
1.3,13.0,90.0,0.929146,7.4
1.3,13.0,110.0,0.936064,7.5
1.3,13.0,130.0,0.940257,7.3
1.3,13.0,150.0,0.943061,7.3
1.3,13.0,170.0,0.945052,7.3
1.3,13.0,190.0,0.946532,7.3
1.3,13.0,210.0,0.94767,7.3
1.3,13.0,230.0,0.94857,7.4
1.3,13.0,250.0,0.949299,7.4
1.3,13.0,270.0,0.9499,7.3
1.3,13.0,290.0,0.950404,7.4
1.3,13.0,310.0,0.950832,7.5
1.3,13.0,330.0,0.9512,7.3
1.3,13.0,350.0,0.951519,7.3
1.3,15.0,50.0,0.914813,7.3
1.3,15.0,70.0,0.928123,7.5
1.3,15.0,90.0,0.935319,7.4
1.3,15.0,110.0,0.939833,7.3
1.3,15.0,130.0,0.942827,7.2
1.3,15.0,150.0,0.944924,7.4
1.3,15.0,170.0,0.946467,7.3
1.3,15.0,190.0,0.947644,7.4
1.3,15.0,210.0,0.948569,7.3
1.3,15.0,230.0,0.949314,7.3
1.3,15.0,250.0,0.949925,7.5
1.3,15.0,270.0,0.950436,7.3
1.3,15.0,290.0,0.950868,7.4
1.3,15.0,310.0,0.951239,7.2
1.3,15.0,330.0,0.95156,7.4
1.3,15.0,350.0,0.951841,7.4
1.3,17.0,50.0,0.926851,7.2
1.3,17.0,70.0,0.934326,7.3
1.3,17.0,90.0,0.939122,7.3
1.3,17.0,110.0,0.942382,7.5
1.3,17.0,130.0,0.944671,7.4
1.3,17.0,150.0,0.94632,7.3
1.3,17.0,170.0,0.947562,7.3
1.3,17.0,190.0,0.948529,7.7
1.3,17.0,210.0,0.949301,7.3
1.3,17.0,230.0,0.94993,7.2
1.3,17.0,250.0,0.950453,7.3
1.3,17.0,270.0,0.950893,7.4
1.3,17.0,290.0,0.951269,7.4
1.3,17.0,310.0,0.951594,7.3
1.3,17.0,330.0,0.951877,7.3
1.3,17.0,350.0,0.952126,7.3
1.3,19.0,50.0,0.933262,7.5
1.3,19.0,70.0,0.938328,7.3
1.3,19.0,90.0,0.941797,7.2
1.3,19.0,110.0,0.944265,7.3
1.3,19.0,130.0,0.946067,7.3
1.3,19.0,150.0,0.947409,7.5
1.3,19.0,170.0,0.948438,7.2
1.3,19.0,190.0,0.94925,7.2
1.3,19.0,210.0,0.949907,7.3
1.3,19.0,230.0,0.950449,7.4
1.3,19.0,250.0,0.950902,7.3
1.3,19.0,270.0,0.951287,7.3
1.3,19.0,290.0,0.951618,7.2
1.3,19.0,310.0,0.951906,7.2
1.3,19.0,330.0,0.952158,7.5
1.3,19.0,350.0,0.95238,7.3
1.3,21.0,50.0,0.937616,7.2
1.3,21.0,70.0,0.941212,7.3
1.3,21.0,90.0,0.943797,7.5
1.3,21.0,110.0,0.945714,7.3
1.3,21.0,130.0,0.947169,7.3
1.3,21.0,150.0,0.948288,7.3
1.3,21.0,170.0,0.949155,7.2
1.3,21.0,190.0,0.94985,7.4
1.3,21.0,210.0,0.950419,7.3
1.3,21.0,230.0,0.950891,7.2
1.3,21.0,250.0,0.951289,7.3
1.3,21.0,270.0,0.95163,7.5
1.3,21.0,290.0,0.951924,7.4
1.3,21.0,310.0,0.952181,7.3
1.3,21.0,330.0,0.952407,7.3
1.3,21.0,350.0,0.952608,7.3
1.3,23.0,50.0,0.940801,7.6
1.3,23.0,70.0,0.943414,7.3
1.3,23.0,90.0,0.945345,7.3
1.3,23.0,110.0,0.946872,7.5
1.3,23.0,130.0,0.948066,7.7
1.3,23.0,150.0,0.949006,7.3
1.3,23.0,170.0,0.949756,7.3
1.3,23.0,190.0,0.950357,7.3
1.3,23.0,210.0,0.950855,7.3
1.3,23.0,230.0,0.951272,7.4
1.3,23.0,250.0,0.951626,7.2
1.3,23.0,270.0,0.95193,7.3
1.3,23.0,290.0,0.952195,7.2
1.3,23.0,310.0,0.952426,7.6
1.3,23.0,330.0,0.952631,7.3
1.3,23.0,350.0,0.952813,7.3
1.3,25.0,50.0,0.943186,7.2
1.3,25.0,70.0,0.945124,7.2
1.3,25.0,90.0,0.946579,7.5
1.3,25.0,110.0,0.947813,7.3
1.3,25.0,130.0,0.948808,7.3
1.3,25.0,150.0,0.949615,7.3
1.3,25.0,170.0,0.950262,7.5
1.3,25.0,190.0,0.950794,7.2
1.3,25.0,210.0,0.951233,7.3
1.3,25.0,230.0,0.951604,7.2
1.3,25.0,250.0,0.951921,7.2
1.3,25.0,270.0,0.952195,7.5
1.3,25.0,290.0,0.952434,7.4
1.3,25.0,310.0,0.952645,7.4
1.3,25.0,330.0,0.952831,7.7
1.3,25.0,350.0,0.952997,7.6
1.4,5.0,50.0,0.651126,7.2
1.4,5.0,70.0,0.73384,7.2
1.4,5.0,90.0,0.798379,7.3
1.4,5.0,110.0,0.848139,7.3
1.4,5.0,130.0,0.88747,7.5
1.4,5.0,150.0,0.913823,7.4
1.4,5.0,170.0,0.928104,7.4
1.4,5.0,190.0,0.935623,7.2
1.4,5.0,210.0,0.939993,7.4
1.4,5.0,230.0,0.942826,7.3
1.4,5.0,250.0,0.944812,7.3
1.4,5.0,270.0,0.946282,7.2
1.4,5.0,290.0,0.947415,7.3
1.4,5.0,310.0,0.948313,7.5
1.4,5.0,330.0,0.949042,7.3
1.4,5.0,350.0,0.949645,7.2
1.4,7.0,50.0,0.709851,7.3
1.4,7.0,70.0,0.787215,7.6
1.4,7.0,90.0,0.845249,7.3
1.4,7.0,110.0,0.889357,7.2
1.4,7.0,130.0,0.915403,7.2
1.4,7.0,150.0,0.928995,7.3
1.4,7.0,170.0,0.936074,7.4
1.4,7.0,190.0,0.940249,7.2
1.4,7.0,210.0,0.942996,7.4
1.4,7.0,230.0,0.944942,7.2
1.4,7.0,250.0,0.946391,7.5
1.4,7.0,270.0,0.94751,7.2
1.4,7.0,290.0,0.948399,7.3
1.4,7.0,310.0,0.94912,7.3
1.4,7.0,330.0,0.949718,7.3
1.4,7.0,350.0,0.950221,7.4
1.4,9.0,50.0,0.772461,7.3
1.4,9.0,70.0,0.841189,7.2
1.4,9.0,90.0,0.889384,7.3
1.4,9.0,110.0,0.916318,7.5
1.4,9.0,130.0,0.929504,7.3
1.4,9.0,150.0,0.936311,7.2
1.4,9.0,170.0,0.940385,7.3
1.4,9.0,190.0,0.943096,7.5
1.4,9.0,210.0,0.945027,7.4
1.4,9.0,230.0,0.946468,7.2
1.4,9.0,250.0,0.947581,7.2
1.4,9.0,270.0,0.948467,7.2
1.4,9.0,290.0,0.949186,7.5
1.4,9.0,310.0,0.949782,7.2
1.4,9.0,330.0,0.950283,7.2
1.4,9.0,350.0,0.95071,7.2
1.4,11.0,50.0,0.834235,7.3
1.4,11.0,70.0,0.887717,7.4
