well_id,md_m,caliper_mm,borehole_nominal_diameter_mm,enlargement_ratio,data_type,source_description,confidence,notes
ht1_003,5870,250.25,241.3,3.71,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=250.01mm/井径2=250.48mm
ht1_003,5900,251.32,241.3,4.15,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=251.33mm/井径2=251.32mm
ht1_003,5930,251.4,241.3,4.19,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=251.35mm/井径2=251.45mm
ht1_003,5960,249.16,241.3,3.26,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=249.64mm/井径2=248.67mm
ht1_003,5990,254.11,241.3,5.31,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=254.34mm/井径2=253.87mm
ht1_003,6020,251.33,241.3,4.16,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=250.84mm/井径2=251.82mm
ht1_003,6050,249.07,241.3,3.22,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=249.21mm/井径2=248.93mm
ht1_003,6080,248.78,241.3,3.1,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=249.49mm/井径2=248.07mm
ht1_003,6110,243.2,241.3,0.79,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.94mm/井径2=242.46mm
ht1_003,6140,242.79,241.3,0.62,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=241.96mm/井径2=243.61mm
ht1_003,6170,242.03,241.3,0.3,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=241.9mm/井径2=242.17mm
ht1_003,6200,243.15,241.3,0.77,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=242.94mm/井径2=243.37mm
ht1_003,6230,243.54,241.3,0.93,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=242.39mm/井径2=244.7mm
ht1_003,6260,246.57,241.3,2.18,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.41mm/井径2=247.73mm
ht1_003,6290,246.71,241.3,2.24,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.93mm/井径2=247.49mm
ht1_003,6320,246.47,241.3,2.14,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=244.89mm/井径2=248.04mm
ht1_003,6350,245.57,241.3,1.77,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.4mm/井径2=245.74mm
ht1_003,6380,244.76,241.3,1.43,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=244.29mm/井径2=245.23mm
ht1_003,6410,244.14,241.3,1.18,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.28mm/井径2=245.0mm
ht1_003,6440,244.41,241.3,1.29,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.31mm/井径2=245.52mm
ht1_003,6470,243.57,241.3,0.94,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=242.71mm/井径2=244.44mm
ht1_003,6500,243.83,241.3,1.05,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=244.15mm/井径2=243.51mm
ht1_003,6530,242.34,241.3,0.43,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.02mm/井径2=241.66mm
ht1_003,6560,246.54,241.3,2.17,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.48mm/井径2=247.6mm
ht1_003,6590,243.99,241.3,1.11,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.24mm/井径2=244.75mm
ht1_003,6620,246.43,241.3,2.13,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.5mm/井径2=247.35mm
ht1_003,6650,246.72,241.3,2.25,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.46mm/井径2=247.98mm
ht1_003,6680,245.78,241.3,1.86,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.28mm/井径2=246.28mm
ht1_003,6710,245.52,241.3,1.75,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.14mm/井径2=245.9mm
ht1_003,6740,247.93,241.3,2.75,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=247.93mm/井径2=247.92mm
ht1_003,6770,246.29,241.3,2.07,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=246.92mm/井径2=245.66mm
ht1_003,6800,247.89,241.3,2.73,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=247.16mm/井径2=248.61mm
ht1_003,6830,246.8,241.3,2.28,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=247.13mm/井径2=246.47mm
ht1_003,6860,245.02,241.3,1.54,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=245.41mm/井径2=244.64mm
ht1_003,6890,243.1,241.3,0.75,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=242.38mm/井径2=243.83mm
ht1_003,6920,244.24,241.3,1.22,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.32mm/井径2=245.16mm
ht1_003,6950,245.08,241.3,1.57,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=244.21mm/井径2=245.95mm
ht1_003,6980,244.63,241.3,1.38,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.7mm/井径2=245.56mm
ht1_003,7010,244.67,241.3,1.4,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=244.12mm/井径2=245.22mm
ht1_003,7040,245.3,241.3,1.66,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=244.35mm/井径2=246.26mm
ht1_003,7070,244.87,241.3,1.48,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=243.91mm/井径2=245.83mm
ht1_003,7100,247.6,215.9,14.68,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=246.53mm/井径2=248.66mm
ht1_003,7130,217.98,215.9,0.96,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=218.03mm/井径2=217.94mm
ht1_003,7160,219.2,215.9,1.53,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=218.97mm/井径2=219.44mm
ht1_003,7190,216.81,215.9,0.42,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=216.9mm/井径2=216.72mm
ht1_003,7220,217.14,215.9,0.57,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=216.75mm/井径2=217.53mm
ht1_003,7250,217.58,215.9,0.78,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=217.46mm/井径2=217.69mm
ht1_003,7280,216.42,215.9,0.24,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=216.64mm/井径2=216.2mm
ht1_003,7310,217.44,215.9,0.71,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=217.56mm/井径2=217.33mm
ht1_003,7340,216.56,215.9,0.31,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=216.99mm/井径2=216.13mm
ht1_003,7370,219.22,215.9,1.54,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=219.48mm/井径2=218.95mm
ht1_003,7400,217.24,215.9,0.62,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=216.77mm/井径2=217.7mm
ht1_003,7430,225.88,215.9,4.62,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=225.36mm/井径2=226.4mm
ht1_003,7460,222.99,215.9,3.28,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=222.89mm/井径2=223.09mm
ht1_003,7490,218.06,215.9,1.0,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=217.89mm/井径2=218.22mm
ht1_003,7520,217.81,215.9,0.88,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=217.58mm/井径2=218.04mm
ht1_003,7550,218.3,215.9,1.11,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=217.6mm/井径2=219.0mm
ht1_003,7618,218.3,215.9,1.11,field_measured,HT1-003井168.3+139.7mm油层尾管控压固井施工设计 (已审批).doc 一.1.4.2 电测井径,high,电测井径1=217.6mm/井径2=219.0mm
